frame,time_sec,x,y,confidence,estimated,velocity_x,velocity_y,speed,court_region,court_side
1096,36.53333333333333,532,268,0.45154494047164917,False,109.61592997978747,-340.51677440305025,357.72520984016694,Front,Left
1097,36.56666666666667,371.34133619958345,782.0865695512693,0.44154494047164916,True,109.61592997978747,-340.51677440305025,357.72520984016694,Back,Left
1098,36.6,480.9572661793709,441.5697951482191,0.42154494047164914,True,109.61592997978747,-340.51677440305025,357.72520984016694,Middle,Left
1099,36.63333333333333,590.5731961591583,101.05302074516885,0.3915449404716491,True,109.61592997978747,-340.51677440305025,357.72520984016694,Front,Left
1168,38.93333333333333,1090,556,0.4472690522670746,False,46.942450156008405,-128.02352052064788,136.35840800313738,Middle,Right
1174,39.13333333333333,1164,460,0.4619275629520416,False,-278.71030489234886,973.5691809355208,1012.6778283939304,Middle,Right
1176,39.2,1196,432,0.2564653754234314,False,-409.24602297405386,1416.815971958637,1474.7371988653358,Middle,Right
1177,39.233333333333334,1212,422,0.291426420211792,False,-484.7734248139119,1674.6311116398988,1743.3859680168625,Middle,Right
1178,39.266666666666666,1212,422,0.29227524995803833,False,-501.6012697181113,1730.270281362123,1801.5102221047155,Middle,Right
1209,40.3,1388,654,0.5202924609184265,False,-132.24043385164327,479.3533632236297,497.2596697693026,Middle,Right
1215,40.5,1340,645,0.49946972727775574,False,590.1411712087815,-2008.7554788948016,2093.6487709130097,Middle,Right
1216,40.53333333333333,1332,649,0.532382607460022,False,1147.0577362772447,-3935.28782635379,4099.052540112387,Middle,Right
1218,40.6,1312,671,0.5881701707839966,False,1125.9791186423943,-3883.505381102393,4043.4444500536847,Middle,Right
1341,44.7,1138,551,0.4754997193813324,False,333.7760306860654,-1155.621039103189,1202.8576078150231,Middle,Right
1342,44.733333333333334,1138,552,0.49324652552604675,False,-28682.870741459137,98763.64288134733,102844.36897159494,Middle,Right
1432,47.733333333333334,756,459,0.38795047998428345,False,-13270.374891211775,45698.294302887116,47586.100407015794,Middle,Left
1559,51.96666666666667,992,443,0.4947783052921295,False,3386.3081273188127,-11644.371267934039,12126.766467555695,Middle,Right
1567,52.233333333333334,1053,470,0.42060402035713196,False,90420.35699316033,-311396.58649899677,324258.6545367721,Middle,Right
1568,52.266666666666666,1053,470,0.4028150737285614,False,199292.77685551654,-686364.2633169319,714712.1888322441,Middle,Right
1570,52.333333333333336,1137,546,0.33008527755737305,False,220930.72215771955,-760852.4801793454,792279.5469960036,Middle,Right
1571,52.36666666666667,1138,545,0.43176165223121643,False,210931.6821065836,-726391.9230855606,756397.6470351105,Middle,Right
1590,53.0,393,462,0.4612615704536438,False,76614.70252240266,-263923.2482625008,274818.6558733338,Middle,Left
1764,58.8,478,393,0.29877421259880066,False,37760.254576935484,-130085.72994254983,135455.2839884845,Middle,Left
1765,58.833333333333336,478,393,0.2995900511741638,False,-2758868.612607466,9503149.554935262,9895514.513409441,Middle,Left
1766,58.86666666666667,461,407,0.391691654920578,False,-3761493.34378362,12956773.66586719,13491731.393851494,Middle,Left
1770,59.0,386,485,0.2560965418815613,False,-3073256.0373756825,10586073.551780187,11023150.906839933,Middle,Left
1771,59.03333333333333,386,485,0.25178080797195435,False,-2236842.733419032,7704970.183570202,8023093.601831862,Middle,Left
1781,59.36666666666667,278,822,0.3145216107368469,False,-982740.1397427379,3385113.9365139287,3524879.366083668,Back,Left
1803,60.1,471,421,0.26164862513542175,False,-288017.80221901287,992099.1386334212,1033060.9639669126,Middle,Left
